,0
-0.76,250
-0.77,251
-0.773,252
-0.777,253
-0.779,254
-0.781,255
-0.79,256
-0.798,257
-0.82,258
-0.84,259
-0.854,260
-0.857,261
-0.868,262
-0.872,263
-0.923,264
-0.93,265
-0.937,266
-0.94,267
-0.95,268
-0.959,269
-0.96,270
-0.982,271
-0.995,272
-1.0,273
-1.019,274
-1.028,275
-1.029,276
-1.034,277
-1.046,278
-1.05,279
-1.056,280
-1.069,281
-1.08,282
-1.089,283
-1.092,284
-1.1,285
-1.102,286
-1.11,287
-1.112,288
-1.113,289
-1.117,290
-1.125,291
-1.144,292
-1.145,293
-1.148,294
-1.15,295
-1.151,296
-1.157,297
-1.161,298
-1.176,299
-1.177,300
-1.178,301
-1.19,302
-1.208,303
-1.21,304
-1.213,305
-1.228,306
-1.24,307
-1.246,308
-1.254,309
-1.256,310
-1.26,311
-1.265,312
-1.266,313
-1.276,314
-1.288,315
-1.289,316
-1.293,317
-1.3,318
-1.304,319
-1.306,320
-1.32,321
-1.321,322
-1.329,323
-1.34,324
-1.35,325
-1.351,326
-1.358,327
-1.36,328
-1.361,329
-1.362,330
-1.366,331
-1.37,332
-1.387,333
-1.392,334
-1.398,335
-1.4,336
-1.411,337
-1.412,338
-1.42,339
-1.428,340
-1.429,341
-1.437,342
-1.443,343
-1.447,344
-1.448,345
-1.451,346
-1.456,347
-1.464,348
-1.465,349
-1.474,350
-1.478,351
-1.487,352
-1.488,353
-1.491,354
-1.492,355
-1.499,356
-1.503,357
-1.51,358
-1.52,359
-1.522,360
-1.526,361
-1.536,362
-1.538,363
-1.54,364
-1.546,365
-1.55,366
-1.556,367
-1.558,368
-1.562,369
-1.57,370
-1.585,371
-1.59,372
-1.591,373
-1.592,374
-1.596,375
-1.598,376
-1.6,377
-1.602,378
-1.605,379
-1.607,380
-1.61,381
-1.616,382
-1.62,383
-1.623,384
-1.627,385
-1.636,386
-1.64,387
-1.645,388
-1.66,389
-1.665,390
-1.676,391
-1.685,392
-1.687,393
-1.689,394
-1.691,395
-1.698,396
-1.7,397
-1.709,398
-1.717,399
-1.72,400
-1.723,401
-1.728,402
-1.729,403
-1.737,404
-1.74,405
-1.742,406
-1.748,407
-1.749,408
-1.751,409
-1.755,410
-1.764,411
-1.766,412
-1.767,413
-1.785,414
-1.786,415
-1.8,416
-1.801,417
-1.804,418
-1.808,419
-1.82,420
-1.83,421
-1.834,422
-1.84,423
-1.845,424
-1.851,425
-1.861,426
-1.87,427
-1.88,428
-1.889,429
-1.89,430
-1.918,431
-1.92,432
-1.929,433
-1.932,434
-1.937,435
-1.951,436
-1.952,437
-1.974,438
-1.991,439
-1.995,440
-2.0,441
-2.005,442
-2.032,443
-2.055,444
-2.072,445
-2.074,446
-2.09,447
-2.095,448
-2.113,449
-2.138,450
-2.14,451
-2.142,452
-2.149,453
-2.155,454
-2.158,455
-2.159,456
-2.164,457
-2.17,458
-2.172,459
-2.182,460
-2.184,461
-2.189,462
-2.191,463
-2.196,464
-2.209,465
-2.22,466
-2.221,467
-2.227,468
-2.234,469
-2.242,470
-2.263,471
-2.284,472
-2.292,473
-2.294,474
-2.306,475
-2.31,476
-2.328,477
-2.338,478
-2.4,479
-2.434,480
-2.468,481
-2.508,482
-2.562,483
-2.614,484
-2.68,485
-2.687,486
-2.7,487
-2.71,488
-2.718,489
-2.791,490
-2.808,491
-2.837,492
-2.87,493
-2.871,494
-2.94,495
-3.0,496
-3.025,497
-3.172,498
-3.406,499
-3.768,500
-4.0,501
0.0,502
0.001,503
0.002,504
0.003,505
0.004,506
0.005,507
0.006,508
0.007,509
0.008,510
0.009,511
0.01,512
0.011,513
0.012,514
0.013,515
0.014,516
0.015,517
0.016,518
0.017,519
0.018,520
0.019,521
0.02,522
0.021,523
0.022,524
0.023,525
0.024,526
0.025,527
0.028,528
0.03,529
0.031,530
0.033,531
0.036,532
0.04,533
0.042,534
0.044,535
0.046,536
0.047,537
0.051,538
0.053,539
0.054,540
0.055,541
0.056,542
0.057,543
0.058,544
0.059,545
0.061,546
0.062,547
0.064,548
0.065,549
0.066,550
0.067,551
0.068,552
0.069,553
0.07,554
0.072,555
0.073,556
0.074,557
0.075,558
0.077,559
0.078,560
0.08,561
0.081,562
0.082,563
0.086,564
0.087,565
0.09,566
0.091,567
0.092,568
0.094,569
0.096,570
0.097,571
0.098,572
0.099,573
0.102,574
0.104,575
0.106,576
0.107,577
0.108,578
0.109,579
0.11,580
0.111,581
0.112,582
0.113,583
0.114,584
0.115,585
0.116,586
0.117,587
0.118,588
0.119,589
0.12,590
0.121,591
0.122,592
0.123,593
0.124,594
0.125,595
0.126,596
0.127,597
0.128,598
0.129,599
0.13,600
0.131,601
0.132,602
0.133,603
0.134,604
0.135,605
0.136,606
0.137,607
0.138,608
0.139,609
0.14,610
0.141,611
0.142,612
0.143,613
0.144,614
0.145,615
0.146,616
0.147,617
0.148,618
0.149,619
0.15,620
0.151,621
0.152,622
0.153,623
0.154,624
0.155,625
0.156,626
0.157,627
0.158,628
0.16,629
0.161,630
0.162,631
0.163,632
0.166,633
0.167,634
0.172,635
0.174,636
0.176,637
0.177,638
0.179,639
0.18,640
0.182,641
0.183,642
0.184,643
0.187,644
0.188,645
0.19,646
0.191,647
0.193,648
0.194,649
0.197,650
0.198,651
0.201,652
0.202,653
0.203,654
0.204,655
0.205,656
0.206,657
0.208,658
0.21,659
0.215,660
0.216,661
0.217,662
0.224,663
0.226,664
0.229,665
0.23,666
0.231,667
0.235,668
0.238,669
0.244,670
0.246,671
0.25,672
0.252,673
0.253,674
0.254,675
0.256,676
0.257,677
0.258,678
0.26,679
0.261,680
0.262,681
0.266,682
0.268,683
0.277,684
0.281,685
0.282,686
0.287,687
0.288,688
0.29,689
0.292,690
0.293,691
0.294,692
0.296,693
0.297,694
0.298,695
0.3,696
0.307,697
0.308,698
0.309,699
0.31,700
0.311,701
0.315,702
0.316,703
0.323,704
0.328,705
0.329,706
0.332,707
0.333,708
0.337,709
0.34,710
0.346,711
0.35,712
0.354,713
0.355,714
0.356,715
0.403,716
0.408,717
0.41,718
0.412,719
0.416,720
0.419,721
0.422,722
0.423,723
0.424,724
0.431,725
0.435,726
0.448,727
0.45,728
0.47,729
0.516,730
0.52,731
0.529,732
0.53,733
0.543,734
0.547,735
0.55,736
0.551,737
0.553,738
0.56,739
0.57,740
0.577,741
0.58,742
0.587,743
0.59,744
0.597,745
0.601,746
0.602,747
0.605,748
0.608,749
0.63,750
0.64,751
0.646,752
0.66,753
0.67,754
0.69,755
0.7,756
0.704,757
0.706,758
0.77,759
0.777,760
0.78,761
0.781,762
0.783,763
0.786,764
0.787,765
0.788,766
0.789,767
0.79,768
0.792,769
0.793,770
0.794,771
0.796,772
0.797,773
0.798,774
0.799,775
0.8,776
0.801,777
0.802,778
0.803,779
0.804,780
0.805,781
0.806,782
0.807,783
0.808,784
0.809,785
0.81,786
0.811,787
0.812,788
0.813,789
0.814,790
0.815,791
0.816,792
0.817,793
0.818,794
0.819,795
0.82,796
0.822,797
0.823,798
0.824,799
0.825,800
0.829,801
0.83,802
0.831,803
0.832,804
0.835,805
0.836,806
0.843,807
0.844,808
0.845,809
0.846,810
0.849,811
0.857,812
0.86,813
0.861,814
0.864,815
0.87,816
0.88,817
0.9,818
0.92,819
0.95,820
0.96,821
1.0,822
1.002,823
1.01,824
1.02,825
1.03,826
1.17,827
1.2,828
1.26,829
1.34,830
1.36,831
1.38,832
1.43,833
1.44,834
1.46,835
1.48,836
1.49,837
1.51,838
1.53,839
1.54,840
1.56,841
1.58,842
1.59,843
1.64,844
1.65,845
1.68,846
1.69,847
1.72,848
1.73,849
1.74,850
1.75,851
1.77,852
1.79,853
1.8,854
1.84,855
1.85,856
1.86,857
1.87,858
1.89,859
1.9,860
1.91,861
1.92,862
1.94,863
1.97,864
1.99,865
2.02,866
2.03,867
2.06,868
2.07,869
2.11,870
2.13,871
2.17,872
2.19,873
2.24,874
2.25,875
2.26,876
2.29,877
2.3,878
2.32,879
2.35,880
2.36,881
2.39,882
2.4,883
2.41,884
2.42,885
2.43,886
2.45,887
2.5,888
2.51,889
2.52,890
2.54,891
2.55,892
2.58,893
2.59,894
2.6,895
2.61,896
2.62,897
2.63,898
2.66,899
2.68,900
2.72,901
2.73,902
2.74,903
2.75,904
2.76,905
2.78,906
2.79,907
2.8,908
2.81,909
2.82,910
2.83,911
2.84,912
2.85,913
2.86,914
2.89,915
2.9,916
2.93,917
2.95,918
2.97,919
3.0,920
3.01,921
3.05,922
3.06,923
3.08,924
3.09,925
3.11,926
3.12,927
3.16,928
3.19,929
3.2,930
3.22,931
3.24,932
3.26,933
3.27,934
3.35,935
3.36,936
3.37,937
3.39,938
3.4,939
3.41,940
3.43,941
3.44,942
3.46,943
3.5,944
3.51,945
3.52,946
3.56,947
3.6,948
3.61,949
3.62,950
3.63,951
3.67,952
3.71,953
3.77,954
3.78,955
3.81,956
3.83,957
3.85,958
3.87,959
3.92,960
3.95,961
3.99,962
4.05,963
4.09,964
4.11,965
4.18,966
4.19,967
4.22,968
4.23,969
4.25,970
4.27,971
4.33,972
4.34,973
4.35,974
4.42,975
4.44,976
4.49,977
4.53,978
4.58,979
4.62,980
4.66,981
4.68,982
4.69,983
4.73,984
4.78,985
4.83,986
4.99,987
5.02,988
5.04,989
5.06,990
5.07,991
5.09,992
5.28,993
5.39,994
5.41,995
5.61,996
5.87,997
6.01,998
6.07,999
6.16,1000
6.24,1001
6.26,1002
6.57,1003
6.68,1004
6.79,1005
7.13,1006
7.84,1007
XMLSchema#boolean,1008
XMLSchema#double,1009
false,1010
mutagenesis,1011
mutagenesis#Anthracene,1012
mutagenesis#Arsenic,1013
mutagenesis#Atom,1014
mutagenesis#Ball3,1015
mutagenesis#Barium,1016
mutagenesis#Benzene,1017
mutagenesis#Bond,1018
mutagenesis#Bond-1,1019
mutagenesis#Bond-2,1020
mutagenesis#Bond-3,1021
mutagenesis#Bond-4,1022
mutagenesis#Bond-5,1023
mutagenesis#Bond-7,1024
mutagenesis#Bromine,1025
mutagenesis#Bromine-94,1026
mutagenesis#Calcium,1027
mutagenesis#Carbon,1028
mutagenesis#Carbon-10,1029
mutagenesis#Carbon-14,1030
mutagenesis#Carbon-16,1031
mutagenesis#Carbon-19,1032
mutagenesis#Carbon-194,1033
mutagenesis#Carbon-195,1034
mutagenesis#Carbon-21,1035
mutagenesis#Carbon-22,1036
mutagenesis#Carbon-230,1037
mutagenesis#Carbon-232,1038
mutagenesis#Carbon-25,1039
mutagenesis#Carbon-26,1040
mutagenesis#Carbon-27,1041
mutagenesis#Carbon-28,1042
mutagenesis#Carbon-29,1043
mutagenesis#Carbon_5_aromatic_ring,1044
mutagenesis#Carbon_6_ring,1045
mutagenesis#Chlorine,1046
mutagenesis#Chlorine-93,1047
mutagenesis#Compound,1048
mutagenesis#Copper,1049
mutagenesis#Fluorine,1050
mutagenesis#Fluorine-92,1051
mutagenesis#Gallium,1052
mutagenesis#Hetero_aromatic_5_ring,1053
mutagenesis#Hetero_aromatic_6_ring,1054
mutagenesis#Hydrogen,1055
mutagenesis#Hydrogen-1,1056
mutagenesis#Hydrogen-3,1057
mutagenesis#Hydrogen-8,1058
mutagenesis#Iodine,1059
mutagenesis#Iodine-95,1060
mutagenesis#Krypton,1061
mutagenesis#Lead,1062
mutagenesis#Manganese,1063
mutagenesis#Mercury,1064
mutagenesis#Methyl,1065
mutagenesis#Molybdenum,1066
mutagenesis#Nitro,1067
mutagenesis#Nitrogen,1068
mutagenesis#Nitrogen-31,1069
mutagenesis#Nitrogen-32,1070
mutagenesis#Nitrogen-34,1071
mutagenesis#Nitrogen-35,1072
mutagenesis#Nitrogen-36,1073
mutagenesis#Nitrogen-38,1074
mutagenesis#Oxygen,1075
mutagenesis#Oxygen-40,1076
mutagenesis#Oxygen-41,1077
mutagenesis#Oxygen-42,1078
mutagenesis#Oxygen-45,1079
mutagenesis#Oxygen-49,1080
mutagenesis#Oxygen-50,1081
mutagenesis#Oxygen-51,1082
mutagenesis#Oxygen-52,1083
mutagenesis#Phenanthrene,1084
mutagenesis#Phosphorus,1085
mutagenesis#RingStructure,1086
mutagenesis#Ring_size_5,1087
mutagenesis#Ring_size_6,1088
mutagenesis#Selenium,1089
mutagenesis#Sodium,1090
mutagenesis#Sulfur,1091
mutagenesis#Sulfur-72,1092
mutagenesis#Tellurium,1093
mutagenesis#Tin,1094
mutagenesis#Titanium,1095
mutagenesis#Vanadium,1096
mutagenesis#Zinc,1097
mutagenesis#act,1098
mutagenesis#anthracene-106,1099
mutagenesis#anthracene-107,1100
mutagenesis#anthracene-1075,1101
mutagenesis#anthracene-108,1102
mutagenesis#anthracene-142,1103
mutagenesis#anthracene-1446,1104
mutagenesis#anthracene-1588,1105
mutagenesis#anthracene-1599,1106
mutagenesis#anthracene-1649,1107
mutagenesis#anthracene-1682,1108
mutagenesis#anthracene-200,1109
mutagenesis#anthracene-288,1110
mutagenesis#anthracene-334,1111
mutagenesis#anthracene-413,1112
mutagenesis#anthracene-834,1113
mutagenesis#anthracene-854,1114
mutagenesis#anthracene-922,1115
mutagenesis#ball3-1008,1116
mutagenesis#ball3-1009,1117
mutagenesis#ball3-1030,1118
mutagenesis#ball3-1031,1119
mutagenesis#ball3-1078,1120
mutagenesis#ball3-1079,1121
mutagenesis#ball3-1099,1122
mutagenesis#ball3-1100,1123
mutagenesis#ball3-115,1124
mutagenesis#ball3-116,1125
mutagenesis#ball3-117,1126
mutagenesis#ball3-118,1127
mutagenesis#ball3-119,1128
mutagenesis#ball3-120,1129
mutagenesis#ball3-1425,1130
mutagenesis#ball3-1426,1131
mutagenesis#ball3-144,1132
mutagenesis#ball3-1448,1133
mutagenesis#ball3-1449,1134
mutagenesis#ball3-145,1135
mutagenesis#ball3-1629,1136
mutagenesis#ball3-1630,1137
mutagenesis#ball3-1671,1138
mutagenesis#ball3-1672,1139
mutagenesis#ball3-191,1140
mutagenesis#ball3-192,1141
mutagenesis#ball3-226,1142
mutagenesis#ball3-227,1143
mutagenesis#ball3-240,1144
mutagenesis#ball3-241,1145
mutagenesis#ball3-29,1146
mutagenesis#ball3-30,1147
mutagenesis#ball3-336,1148
mutagenesis#ball3-337,1149
mutagenesis#ball3-357,1150
mutagenesis#ball3-358,1151
mutagenesis#ball3-435,1152
mutagenesis#ball3-436,1153
mutagenesis#ball3-448,1154
mutagenesis#ball3-449,1155
mutagenesis#ball3-469,1156
mutagenesis#ball3-470,1157
mutagenesis#ball3-482,1158
mutagenesis#ball3-483,1159
mutagenesis#ball3-495,1160
mutagenesis#ball3-496,1161
mutagenesis#ball3-55,1162
mutagenesis#ball3-56,1163
mutagenesis#ball3-598,1164
mutagenesis#ball3-599,1165
mutagenesis#ball3-663,1166
mutagenesis#ball3-673,1167
mutagenesis#ball3-685,1168
mutagenesis#ball3-686,1169
mutagenesis#ball3-698,1170
mutagenesis#ball3-699,1171
mutagenesis#ball3-719,1172
mutagenesis#ball3-720,1173
mutagenesis#ball3-77,1174
mutagenesis#ball3-776,1175
mutagenesis#ball3-777,1176
mutagenesis#ball3-78,1177
mutagenesis#ball3-935,1178
mutagenesis#ball3-936,1179
mutagenesis#ball3-960,1180
mutagenesis#ball3-961,1181
mutagenesis#ball3-995,1182
mutagenesis#ball3-996,1183
mutagenesis#benzene-0,1184
mutagenesis#benzene-1,1185
mutagenesis#benzene-10,1186
mutagenesis#benzene-1000,1187
mutagenesis#benzene-1010,1188
mutagenesis#benzene-1011,1189
mutagenesis#benzene-1012,1190
mutagenesis#benzene-1018,1191
mutagenesis#benzene-1019,1192
mutagenesis#benzene-1020,1193
mutagenesis#benzene-1021,1194
mutagenesis#benzene-1032,1195
mutagenesis#benzene-1033,1196
mutagenesis#benzene-1034,1197
mutagenesis#benzene-1042,1198
mutagenesis#benzene-1043,1199
mutagenesis#benzene-1044,1200
mutagenesis#benzene-1052,1201
mutagenesis#benzene-1053,1202
mutagenesis#benzene-1057,1203
mutagenesis#benzene-1058,1204
mutagenesis#benzene-1063,1205
mutagenesis#benzene-1064,1206
mutagenesis#benzene-1065,1207
mutagenesis#benzene-1066,1208
mutagenesis#benzene-1067,1209
mutagenesis#benzene-1080,1210
mutagenesis#benzene-1081,1211
mutagenesis#benzene-1088,1212
mutagenesis#benzene-1089,1213
mutagenesis#benzene-1090,1214
mutagenesis#benzene-1091,1215
mutagenesis#benzene-1101,1216
mutagenesis#benzene-1102,1217
mutagenesis#benzene-1107,1218
mutagenesis#benzene-1111,1219
mutagenesis#benzene-1112,1220
mutagenesis#benzene-1113,1221
mutagenesis#benzene-1114,1222
mutagenesis#benzene-1115,1223
mutagenesis#benzene-1126,1224
mutagenesis#benzene-1131,1225
mutagenesis#benzene-1134,1226
mutagenesis#benzene-1139,1227
mutagenesis#benzene-1143,1228
mutagenesis#benzene-1144,1229
mutagenesis#benzene-1148,1230
mutagenesis#benzene-1153,1231
mutagenesis#benzene-1158,1232
mutagenesis#benzene-1161,1233
mutagenesis#benzene-1162,1234
mutagenesis#benzene-1166,1235
mutagenesis#benzene-1167,1236
mutagenesis#benzene-1173,1237
mutagenesis#benzene-1178,1238
mutagenesis#benzene-1181,1239
mutagenesis#benzene-1182,1240
mutagenesis#benzene-1186,1241
mutagenesis#benzene-1189,1242
mutagenesis#benzene-1194,1243
mutagenesis#benzene-1197,1244
mutagenesis#benzene-1200,1245
mutagenesis#benzene-1205,1246
mutagenesis#benzene-1209,1247
mutagenesis#benzene-121,1248
mutagenesis#benzene-1210,1249
mutagenesis#benzene-1215,1250
mutagenesis#benzene-122,1251
mutagenesis#benzene-1220,1252
mutagenesis#benzene-1223,1253
mutagenesis#benzene-1224,1254
mutagenesis#benzene-1228,1255
mutagenesis#benzene-1233,1256
mutagenesis#benzene-1238,1257
mutagenesis#benzene-1243,1258
mutagenesis#benzene-1244,1259
mutagenesis#benzene-1248,1260
mutagenesis#benzene-1249,1261
mutagenesis#benzene-1253,1262
mutagenesis#benzene-1254,1263
mutagenesis#benzene-1258,1264
mutagenesis#benzene-1263,1265
mutagenesis#benzene-1264,1266
mutagenesis#benzene-1268,1267
mutagenesis#benzene-1269,1268
mutagenesis#benzene-127,1269
mutagenesis#benzene-1273,1270
mutagenesis#benzene-1276,1271
mutagenesis#benzene-1277,1272
mutagenesis#benzene-1282,1273
mutagenesis#benzene-1283,1274
mutagenesis#benzene-1287,1275
mutagenesis#benzene-1288,1276
mutagenesis#benzene-1292,1277
mutagenesis#benzene-1295,1278
mutagenesis#benzene-1296,1279
mutagenesis#benzene-1300,1280
mutagenesis#benzene-1303,1281
mutagenesis#benzene-1306,1282
mutagenesis#benzene-1307,1283
mutagenesis#benzene-131,1284
mutagenesis#benzene-1311,1285
mutagenesis#benzene-1312,1286
mutagenesis#benzene-1319,1287
mutagenesis#benzene-132,1288
mutagenesis#benzene-1323,1289
mutagenesis#benzene-1326,1290
mutagenesis#benzene-1327,1291
mutagenesis#benzene-133,1292
mutagenesis#benzene-1331,1293
mutagenesis#benzene-1334,1294
mutagenesis#benzene-1338,1295
mutagenesis#benzene-1339,1296
mutagenesis#benzene-134,1297
mutagenesis#benzene-1344,1298
mutagenesis#benzene-1347,1299
mutagenesis#benzene-135,1300
mutagenesis#benzene-1350,1301
mutagenesis#benzene-1351,1302
mutagenesis#benzene-1356,1303
mutagenesis#benzene-1357,1304
mutagenesis#benzene-1364,1305
mutagenesis#benzene-1369,1306
mutagenesis#benzene-1373,1307
mutagenesis#benzene-1377,1308
mutagenesis#benzene-1381,1309
mutagenesis#benzene-1384,1310
mutagenesis#benzene-1385,1311
mutagenesis#benzene-1390,1312
mutagenesis#benzene-1391,1313
mutagenesis#benzene-1396,1314
mutagenesis#benzene-1399,1315
mutagenesis#benzene-1404,1316
mutagenesis#benzene-1408,1317
mutagenesis#benzene-1413,1318
mutagenesis#benzene-1414,1319
mutagenesis#benzene-1415,1320
mutagenesis#benzene-1416,1321
mutagenesis#benzene-1427,1322
mutagenesis#benzene-1430,1323
mutagenesis#benzene-1435,1324
mutagenesis#benzene-1436,1325
mutagenesis#benzene-1437,1326
mutagenesis#benzene-1438,1327
mutagenesis#benzene-1439,1328
mutagenesis#benzene-1450,1329
mutagenesis#benzene-1451,1330
mutagenesis#benzene-1452,1331
mutagenesis#benzene-1453,1332
mutagenesis#benzene-146,1333
mutagenesis#benzene-1462,1334
mutagenesis#benzene-1463,1335
mutagenesis#benzene-1464,1336
mutagenesis#benzene-1465,1337
mutagenesis#benzene-147,1338
mutagenesis#benzene-1494,1339
mutagenesis#benzene-1495,1340
mutagenesis#benzene-1502,1341
mutagenesis#benzene-1503,1342
mutagenesis#benzene-1504,1343
mutagenesis#benzene-1505,1344
mutagenesis#benzene-1512,1345
mutagenesis#benzene-1513,1346
mutagenesis#benzene-1514,1347
mutagenesis#benzene-1515,1348
mutagenesis#benzene-152,1349
mutagenesis#benzene-1522,1350
mutagenesis#benzene-1525,1351
mutagenesis#benzene-1526,1352
mutagenesis#benzene-153,1353
mutagenesis#benzene-1531,1354
mutagenesis#benzene-1535,1355
mutagenesis#benzene-154,1356
mutagenesis#benzene-1540,1357
mutagenesis#benzene-1543,1358
mutagenesis#benzene-1548,1359
mutagenesis#benzene-1553,1360
mutagenesis#benzene-1558,1361
mutagenesis#benzene-1561,1362
mutagenesis#benzene-1566,1363
mutagenesis#benzene-1569,1364
mutagenesis#benzene-1573,1365
mutagenesis#benzene-1576,1366
mutagenesis#benzene-1579,1367
mutagenesis#benzene-1580,1368
mutagenesis#benzene-1581,1369
mutagenesis#benzene-1582,1370
mutagenesis#benzene-1589,1371
mutagenesis#benzene-1592,1372
mutagenesis#benzene-1593,1373
mutagenesis#benzene-1594,1374
mutagenesis#benzene-16,1375
mutagenesis#benzene-1600,1376
mutagenesis#benzene-1603,1377
mutagenesis#benzene-1604,1378
mutagenesis#benzene-161,1379
mutagenesis#benzene-1610,1380
mutagenesis#benzene-1611,1381
mutagenesis#benzene-1617,1382
mutagenesis#benzene-1618,1383
mutagenesis#benzene-1619,1384
mutagenesis#benzene-162,1385
mutagenesis#benzene-1620,1386
mutagenesis#benzene-1631,1387
mutagenesis#benzene-1632,1388
mutagenesis#benzene-1633,1389
mutagenesis#benzene-1640,1390
mutagenesis#benzene-1641,1391
mutagenesis#benzene-1642,1392
mutagenesis#benzene-1650,1393
mutagenesis#benzene-1651,1394
mutagenesis#benzene-1652,1395
mutagenesis#benzene-1659,1396
mutagenesis#benzene-1660,1397
mutagenesis#benzene-1661,1398
mutagenesis#benzene-1662,1399
mutagenesis#benzene-167,1400
mutagenesis#benzene-1673,1401
mutagenesis#benzene-1674,1402
mutagenesis#benzene-1675,1403
mutagenesis#benzene-1676,1404
mutagenesis#benzene-168,1405
mutagenesis#benzene-169,1406
mutagenesis#benzene-17,1407
mutagenesis#benzene-175,1408
mutagenesis#benzene-179,1409
mutagenesis#benzene-18,1410
mutagenesis#benzene-180,1411
mutagenesis#benzene-181,1412
mutagenesis#benzene-182,1413
mutagenesis#benzene-19,1414
mutagenesis#benzene-193,1415
mutagenesis#benzene-194,1416
mutagenesis#benzene-195,1417
mutagenesis#benzene-2,1418
mutagenesis#benzene-201,1419
mutagenesis#benzene-202,1420
mutagenesis#benzene-208,1421
mutagenesis#benzene-209,1422
mutagenesis#benzene-214,1423
mutagenesis#benzene-215,1424
mutagenesis#benzene-216,1425
mutagenesis#benzene-217,1426
mutagenesis#benzene-228,1427
mutagenesis#benzene-229,1428
mutagenesis#benzene-230,1429
mutagenesis#benzene-231,1430
mutagenesis#benzene-242,1431
mutagenesis#benzene-243,1432
mutagenesis#benzene-249,1433
mutagenesis#benzene-250,1434
mutagenesis#benzene-255,1435
mutagenesis#benzene-256,1436
mutagenesis#benzene-261,1437
mutagenesis#benzene-262,1438
mutagenesis#benzene-268,1439
mutagenesis#benzene-269,1440
mutagenesis#benzene-270,1441
mutagenesis#benzene-277,1442
mutagenesis#benzene-278,1443
mutagenesis#benzene-279,1444
mutagenesis#benzene-280,1445
mutagenesis#benzene-289,1446
mutagenesis#benzene-290,1447
mutagenesis#benzene-296,1448
mutagenesis#benzene-297,1449
mutagenesis#benzene-308,1450
mutagenesis#benzene-309,1451
mutagenesis#benzene-31,1452
mutagenesis#benzene-315,1453
