,0
-0.398,322
-0.399,323
-0.4,324
-0.401,325
-0.402,326
-0.403,327
-0.404,328
-0.405,329
-0.406,330
-0.407,331
-0.41,332
-0.413,333
-0.414,334
-0.417,335
-0.421,336
-0.425,337
-0.427,338
-0.428,339
-0.43,340
-0.431,341
-0.432,342
-0.435,343
-0.44,344
-0.446,345
-0.449,346
-0.458,347
-0.461,348
-0.462,349
-0.464,350
-0.473,351
-0.484,352
-0.486,353
-0.488,354
-0.489,355
-0.493,356
-0.494,357
-0.497,358
-0.503,359
-0.505,360
-0.506,361
-0.509,362
-0.51,363
-0.511,364
-0.512,365
-0.516,366
-0.517,367
-0.518,368
-0.519,369
-0.52,370
-0.521,371
-0.523,372
-0.524,373
-0.525,374
-0.526,375
-0.527,376
-0.528,377
-0.53,378
-0.532,379
-0.533,380
-0.534,381
-0.536,382
-0.538,383
-0.539,384
-0.54,385
-0.541,386
-0.542,387
-0.543,388
-0.544,389
-0.545,390
-0.546,391
-0.547,392
-0.548,393
-0.549,394
-0.55,395
-0.551,396
-0.552,397
-0.553,398
-0.554,399
-0.555,400
-0.556,401
-0.557,402
-0.558,403
-0.559,404
-0.56,405
-0.561,406
-0.562,407
-0.563,408
-0.564,409
-0.565,410
-0.567,411
-0.568,412
-0.57,413
-0.572,414
-0.573,415
-0.575,416
-0.577,417
-0.579,418
-0.58,419
-0.581,420
-0.583,421
-0.587,422
-0.588,423
-0.589,424
-0.592,425
-0.593,426
-0.594,427
-0.598,428
-0.599,429
-0.6,430
-0.604,431
-0.605,432
-0.607,433
-0.61,434
-0.611,435
-0.612,436
-0.613,437
-0.614,438
-0.616,439
-0.618,440
-0.619,441
-0.62,442
-0.621,443
-0.622,444
-0.623,445
-0.624,446
-0.625,447
-0.626,448
-0.627,449
-0.63,450
-0.631,451
-0.632,452
-0.633,453
-0.634,454
-0.636,455
-0.637,456
-0.638,457
-0.639,458
-0.64,459
-0.641,460
-0.642,461
-0.643,462
-0.644,463
-0.645,464
-0.646,465
-0.647,466
-0.648,467
-0.649,468
-0.65,469
-0.651,470
-0.652,471
-0.653,472
-0.654,473
-0.655,474
-0.656,475
-0.658,476
-0.659,477
-0.66,478
-0.661,479
-0.662,480
-0.664,481
-0.665,482
-0.676,483
-0.678,484
-0.68,485
-0.681,486
-0.682,487
-0.73,488
-0.732,489
-0.74,490
-0.742,491
-0.748,492
-0.75,493
-0.758,494
-0.759,495
-0.763,496
-0.764,497
-0.765,498
-0.766,499
-0.769,500
-0.77,501
-0.771,502
-0.772,503
-0.773,504
-0.775,505
-0.776,506
-0.777,507
-0.779,508
-0.78,509
-0.781,510
-0.782,511
-0.784,512
-0.785,513
-0.786,514
-0.787,515
-0.79,516
-0.792,517
-0.794,518
-0.795,519
-0.798,520
-0.8,521
-0.801,522
-0.81,523
-0.812,524
0.0,525
0.001,526
0.002,527
0.003,528
0.004,529
0.005,530
0.006,531
0.007,532
0.008,533
0.009,534
0.01,535
0.011,536
0.012,537
0.013,538
0.014,539
0.015,540
0.016,541
0.017,542
0.019,543
0.02,544
0.021,545
0.022,546
0.023,547
0.024,548
0.025,549
0.026,550
0.027,551
0.028,552
0.029,553
0.03,554
0.031,555
0.032,556
0.033,557
0.034,558
0.035,559
0.036,560
0.037,561
0.038,562
0.039,563
0.04,564
0.041,565
0.042,566
0.043,567
0.044,568
0.045,569
0.046,570
0.047,571
0.048,572
0.049,573
0.05,574
0.051,575
0.052,576
0.053,577
0.054,578
0.055,579
0.056,580
0.057,581
0.058,582
0.059,583
0.06,584
0.061,585
0.062,586
0.063,587
0.064,588
0.065,589
0.066,590
0.067,591
0.068,592
0.069,593
0.07,594
0.071,595
0.072,596
0.073,597
0.074,598
0.075,599
0.076,600
0.077,601
0.078,602
0.079,603
0.08,604
0.081,605
0.082,606
0.083,607
0.084,608
0.085,609
0.086,610
0.087,611
0.088,612
0.089,613
0.09,614
0.091,615
0.092,616
0.093,617
0.094,618
0.095,619
0.096,620
0.097,621
0.098,622
0.099,623
0.1,624
0.101,625
0.102,626
0.103,627
0.104,628
0.105,629
0.106,630
0.107,631
0.108,632
0.109,633
0.11,634
0.111,635
0.112,636
0.113,637
0.114,638
0.115,639
0.116,640
0.117,641
0.118,642
0.119,643
0.12,644
0.121,645
0.122,646
0.123,647
0.124,648
0.125,649
0.126,650
0.127,651
0.128,652
0.129,653
0.13,654
0.131,655
0.132,656
0.133,657
0.134,658
0.135,659
0.136,660
0.137,661
0.138,662
0.139,663
0.14,664
0.141,665
0.142,666
0.143,667
0.144,668
0.145,669
0.146,670
0.147,671
0.148,672
0.149,673
0.15,674
0.151,675
0.152,676
0.153,677
0.154,678
0.155,679
0.156,680
0.157,681
0.158,682
0.159,683
0.16,684
0.161,685
0.163,686
0.164,687
0.165,688
0.166,689
0.167,690
0.168,691
0.169,692
0.17,693
0.171,694
0.172,695
0.173,696
0.174,697
0.175,698
0.176,699
0.177,700
0.178,701
0.179,702
0.18,703
0.181,704
0.182,705
0.183,706
0.184,707
0.185,708
0.186,709
0.187,710
0.188,711
0.189,712
0.19,713
0.191,714
0.193,715
0.194,716
0.195,717
0.196,718
0.197,719
0.198,720
0.199,721
0.2,722
0.201,723
0.202,724
0.203,725
0.204,726
0.206,727
0.207,728
0.208,729
0.209,730
0.21,731
0.211,732
0.212,733
0.214,734
0.215,735
0.216,736
0.217,737
0.218,738
0.219,739
0.22,740
0.221,741
0.222,742
0.223,743
0.224,744
0.225,745
0.226,746
0.227,747
0.228,748
0.229,749
0.23,750
0.231,751
0.232,752
0.234,753
0.235,754
0.236,755
0.237,756
0.238,757
0.239,758
0.24,759
0.241,760
0.243,761
0.244,762
0.245,763
0.246,764
0.247,765
0.248,766
0.249,767
0.25,768
0.251,769
0.252,770
0.253,771
0.254,772
0.255,773
0.256,774
0.257,775
0.258,776
0.259,777
0.26,778
0.261,779
0.262,780
0.263,781
0.265,782
0.266,783
0.267,784
0.268,785
0.27,786
0.271,787
0.272,788
0.273,789
0.274,790
0.275,791
0.276,792
0.277,793
0.278,794
0.279,795
0.284,796
0.286,797
0.287,798
0.289,799
0.29,800
0.291,801
0.293,802
0.294,803
0.295,804
0.296,805
0.297,806
0.298,807
0.299,808
0.3,809
0.301,810
0.303,811
0.304,812
0.305,813
0.306,814
0.307,815
0.308,816
0.309,817
0.31,818
0.311,819
0.312,820
0.313,821
0.314,822
0.315,823
0.316,824
0.318,825
0.32,826
0.321,827
0.322,828
0.323,829
0.324,830
0.325,831
0.326,832
0.327,833
0.328,834
0.329,835
0.33,836
0.331,837
0.333,838
0.334,839
0.337,840
0.338,841
0.339,842
0.34,843
0.341,844
0.342,845
0.346,846
0.347,847
0.348,848
0.35,849
0.352,850
0.353,851
0.358,852
0.36,853
0.361,854
0.362,855
0.364,856
0.369,857
0.37,858
0.371,859
0.372,860
0.373,861
0.376,862
0.377,863
0.378,864
0.379,865
0.388,866
0.39,867
0.393,868
0.394,869
0.395,870
0.396,871
0.398,872
0.4,873
0.401,874
0.402,875
0.403,876
0.404,877
0.405,878
0.406,879
0.407,880
0.408,881
0.409,882
0.41,883
0.411,884
0.412,885
0.414,886
0.415,887
0.416,888
0.418,889
0.421,890
0.423,891
0.424,892
0.425,893
0.426,894
0.427,895
0.428,896
0.429,897
0.43,898
0.431,899
0.434,900
0.44,901
0.443,902
0.445,903
0.45,904
0.452,905
0.453,906
0.456,907
0.457,908
0.458,909
0.461,910
0.463,911
0.468,912
0.474,913
0.475,914
0.477,915
0.482,916
0.487,917
0.488,918
0.496,919
0.497,920
0.505,921
0.507,922
0.513,923
0.515,924
0.516,925
0.518,926
0.52,927
0.521,928
0.523,929
0.525,930
0.526,931
0.528,932
0.529,933
0.531,934
0.532,935
0.537,936
0.539,937
0.54,938
0.542,939
0.543,940
0.544,941
0.545,942
0.546,943
0.547,944
0.548,945
0.549,946
0.55,947
0.552,948
0.553,949
0.555,950
0.558,951
0.562,952
0.566,953
0.568,954
0.575,955
0.58,956
0.581,957
0.583,958
0.584,959
0.586,960
0.588,961
0.593,962
0.595,963
0.596,964
0.597,965
0.598,966
0.599,967
0.6,968
0.602,969
0.605,970
0.608,971
0.609,972
0.61,973
0.611,974
0.612,975
0.614,976
0.616,977
0.617,978
0.618,979
0.622,980
0.628,981
0.631,982
0.632,983
0.65,984
0.657,985
0.69,986
0.691,987
0.692,988
0.694,989
0.696,990
0.697,991
0.698,992
0.7,993
0.701,994
0.705,995
0.706,996
0.707,997
0.708,998
0.709,999
0.711,1000
0.718,1001
0.719,1002
0.72,1003
0.721,1004
0.724,1005
0.725,1006
0.726,1007
0.73,1008
0.731,1009
0.734,1010
0.738,1011
0.754,1012
0.756,1013
0.757,1014
0.768,1015
0.776,1016
0.779,1017
0.78,1018
0.781,1019
0.785,1020
0.786,1021
0.787,1022
0.79,1023
0.791,1024
0.792,1025
0.793,1026
0.794,1027
0.795,1028
0.796,1029
0.797,1030
0.799,1031
0.8,1032
0.801,1033
0.802,1034
0.803,1035
0.804,1036
0.805,1037
0.806,1038
0.808,1039
0.809,1040
0.811,1041
0.815,1042
0.816,1043
0.817,1044
0.823,1045
0.824,1046
0.826,1047
0.827,1048
0.828,1049
0.829,1050
0.831,1051
0.834,1052
0.835,1053
0.837,1054
0.842,1055
0.843,1056
0.87,1057
0.874,1058
0.88,1059
0.881,1060
0.889,1061
0.9,1062
0.928,1063
0.932,1064
0.948,1065
0.952,1066
0.968,1067
0.969,1068
0.97,1069
0.971,1070
0.974,1071
0.98,1072
0.988,1073
0.99,1074
1.0,1075
1.004,1076
1.008,1077
1.016,1078
1.034,1079
1.05,1080
1.062,1081
1.126,1082
1.133,1083
1.142,1084
1.143,1085
1.157,1086
1.162,1087
1.167,1088
1.176,1089
1.295,1090
1.299,1091
1.315,1092
1.316,1093
1.319,1094
1.322,1095
1.323,1096
1.333,1097
1.347,1098
1.775,1099
1.908,1100
2.007,1101
XMLSchema#boolean,1102
XMLSchema#double,1103
carcinogenesis,1104
carcinogenesis#Alcohol,1105
carcinogenesis#Alkyl_halide,1106
carcinogenesis#Amine,1107
carcinogenesis#Amino,1108
carcinogenesis#Ar_halide,1109
carcinogenesis#Arsenic,1110
carcinogenesis#Arsenic-101,1111
carcinogenesis#Atom,1112
carcinogenesis#Barium,1113
carcinogenesis#Barium-115,1114
carcinogenesis#Bond,1115
carcinogenesis#Bond-1,1116
carcinogenesis#Bond-2,1117
carcinogenesis#Bond-3,1118
carcinogenesis#Bond-7,1119
carcinogenesis#Bromine,1120
carcinogenesis#Bromine-94,1121
carcinogenesis#Calcium,1122
carcinogenesis#Calcium-84,1123
carcinogenesis#Carbon,1124
carcinogenesis#Carbon-10,1125
carcinogenesis#Carbon-14,1126
carcinogenesis#Carbon-15,1127
carcinogenesis#Carbon-16,1128
carcinogenesis#Carbon-17,1129
carcinogenesis#Carbon-19,1130
carcinogenesis#Carbon-191,1131
carcinogenesis#Carbon-192,1132
carcinogenesis#Carbon-193,1133
carcinogenesis#Carbon-21,1134
carcinogenesis#Carbon-22,1135
carcinogenesis#Carbon-232,1136
carcinogenesis#Carbon-26,1137
carcinogenesis#Carbon-27,1138
carcinogenesis#Carbon-29,1139
carcinogenesis#Chlorine,1140
carcinogenesis#Chlorine-93,1141
carcinogenesis#Compound,1142
carcinogenesis#Copper,1143
carcinogenesis#Copper-96,1144
carcinogenesis#Cyanate,1145
carcinogenesis#Di,1146
carcinogenesis#Di10,1147
carcinogenesis#Di227,1148
carcinogenesis#Di23,1149
carcinogenesis#Di232,1150
carcinogenesis#Di260,1151
carcinogenesis#Di281,1152
carcinogenesis#Di48,1153
carcinogenesis#Di51,1154
carcinogenesis#Di64,1155
carcinogenesis#Di66,1156
carcinogenesis#Di67a,1157
carcinogenesis#Di8,1158
carcinogenesis#Ester,1159
carcinogenesis#Ether,1160
carcinogenesis#Ethoxy,1161
carcinogenesis#Five_ring,1162
carcinogenesis#Fluorine,1163
carcinogenesis#Fluorine-92,1164
carcinogenesis#Gallium,1165
carcinogenesis#Halide,1166
carcinogenesis#Halide10,1167
carcinogenesis#Hydrogen,1168
carcinogenesis#Hydrogen-1,1169
carcinogenesis#Hydrogen-2,1170
carcinogenesis#Hydrogen-3,1171
carcinogenesis#Hydrogen-8,1172
carcinogenesis#Imine,1173
carcinogenesis#Iodine,1174
carcinogenesis#Iodine-95,1175
carcinogenesis#Ketone,1176
carcinogenesis#Krypton,1177
carcinogenesis#Krypton-83,1178
carcinogenesis#Lead,1179
carcinogenesis#Lead-121,1180
carcinogenesis#Manganese,1181
carcinogenesis#Manganese-85,1182
carcinogenesis#Mercury,1183
carcinogenesis#Mercury-120,1184
carcinogenesis#Methanol,1185
carcinogenesis#Methoxy,1186
carcinogenesis#Methyl,1187
carcinogenesis#Molybdenum,1188
carcinogenesis#Nitro,1189
carcinogenesis#Nitrogen,1190
carcinogenesis#Nitrogen-31,1191
carcinogenesis#Nitrogen-32,1192
carcinogenesis#Nitrogen-33,1193
carcinogenesis#Nitrogen-34,1194
carcinogenesis#Nitrogen-35,1195
carcinogenesis#Nitrogen-36,1196
carcinogenesis#Nitrogen-37,1197
carcinogenesis#Nitrogen-38,1198
carcinogenesis#Nitrogen-499,1199
carcinogenesis#Non_ar_5c_ring,1200
carcinogenesis#Non_ar_6c_ring,1201
carcinogenesis#Non_ar_hetero_5_ring,1202
carcinogenesis#Non_ar_hetero_6_ring,1203
carcinogenesis#Oxygen,1204
carcinogenesis#Oxygen-40,1205
carcinogenesis#Oxygen-41,1206
carcinogenesis#Oxygen-42,1207
carcinogenesis#Oxygen-45,1208
carcinogenesis#Oxygen-49,1209
carcinogenesis#Oxygen-50,1210
carcinogenesis#Oxygen-51,1211
carcinogenesis#Oxygen-52,1212
carcinogenesis#Oxygen-53,1213
carcinogenesis#Phenol,1214
carcinogenesis#Phosphorus,1215
carcinogenesis#Phosphorus-60,1216
carcinogenesis#Phosphorus-61,1217
carcinogenesis#Phosphorus-62,1218
carcinogenesis#Ring,1219
carcinogenesis#Ring_size_4,1220
carcinogenesis#Selenium,1221
carcinogenesis#Selenium-102,1222
carcinogenesis#Six_ring,1223
carcinogenesis#Sodium,1224
carcinogenesis#Sodium-81,1225
carcinogenesis#Structure,1226
carcinogenesis#Sulfide,1227
carcinogenesis#Sulfo,1228
carcinogenesis#Sulfur,1229
carcinogenesis#Sulfur-70,1230
carcinogenesis#Sulfur-72,1231
carcinogenesis#Sulfur-74,1232
carcinogenesis#Sulfur-75,1233
carcinogenesis#Sulfur-76,1234
carcinogenesis#Sulfur-77,1235
carcinogenesis#Sulfur-78,1236
carcinogenesis#Sulfur-79,1237
carcinogenesis#Tellurium,1238
carcinogenesis#Tellurium-129,1239
carcinogenesis#Tin,1240
carcinogenesis#Tin-113,1241
carcinogenesis#Titanium,1242
carcinogenesis#Titanium-134,1243
carcinogenesis#Vanadium,1244
carcinogenesis#Zinc,1245
carcinogenesis#Zinc-87,1246
carcinogenesis#alcohol-1029,1247
carcinogenesis#alcohol-1030,1248
carcinogenesis#alcohol-1031,1249
carcinogenesis#alcohol-1032,1250
carcinogenesis#alcohol-1069,1251
carcinogenesis#alcohol-1070,1252
carcinogenesis#alcohol-1071,1253
carcinogenesis#alcohol-1072,1254
carcinogenesis#alcohol-1073,1255
carcinogenesis#alcohol-1074,1256
carcinogenesis#alcohol-11,1257
carcinogenesis#alcohol-1107,1258
carcinogenesis#alcohol-1128,1259
carcinogenesis#alcohol-1322,1260
carcinogenesis#alcohol-158,1261
carcinogenesis#alcohol-1581,1262
carcinogenesis#alcohol-1585,1263
carcinogenesis#alcohol-1586,1264
carcinogenesis#alcohol-165,1265
carcinogenesis#alcohol-1787,1266
carcinogenesis#alcohol-1833,1267
carcinogenesis#alcohol-1834,1268
carcinogenesis#alcohol-1835,1269
carcinogenesis#alcohol-1836,1270
carcinogenesis#alcohol-1950,1271
carcinogenesis#alcohol-1957,1272
carcinogenesis#alcohol-2019,1273
carcinogenesis#alcohol-2045,1274
carcinogenesis#alcohol-2046,1275
carcinogenesis#alcohol-2047,1276
carcinogenesis#alcohol-2110,1277
carcinogenesis#alcohol-2120,1278
carcinogenesis#alcohol-2131,1279
carcinogenesis#alcohol-2132,1280
carcinogenesis#alcohol-2133,1281
carcinogenesis#alcohol-2134,1282
carcinogenesis#alcohol-2155,1283
carcinogenesis#alcohol-2156,1284
carcinogenesis#alcohol-2158,1285
carcinogenesis#alcohol-2172,1286
carcinogenesis#alcohol-2173,1287
carcinogenesis#alcohol-2258,1288
carcinogenesis#alcohol-2259,1289
carcinogenesis#alcohol-2280,1290
carcinogenesis#alcohol-2304,1291
carcinogenesis#alcohol-2305,1292
carcinogenesis#alcohol-2306,1293
carcinogenesis#alcohol-2307,1294
carcinogenesis#alcohol-2370,1295
carcinogenesis#alcohol-2391,1296
carcinogenesis#alcohol-2392,1297
carcinogenesis#alcohol-240,1298
carcinogenesis#alcohol-2422,1299
carcinogenesis#alcohol-2423,1300
carcinogenesis#alcohol-2424,1301
carcinogenesis#alcohol-2425,1302
carcinogenesis#alcohol-2459,1303
carcinogenesis#alcohol-2471,1304
carcinogenesis#alcohol-2472,1305
carcinogenesis#alcohol-2509,1306
carcinogenesis#alcohol-2626,1307
carcinogenesis#alcohol-2627,1308
carcinogenesis#alcohol-2639,1309
carcinogenesis#alcohol-2711,1310
carcinogenesis#alcohol-2726,1311
carcinogenesis#alcohol-2727,1312
carcinogenesis#alcohol-2796,1313
carcinogenesis#alcohol-2851,1314
carcinogenesis#alcohol-2852,1315
carcinogenesis#alcohol-2853,1316
carcinogenesis#alcohol-3019,1317
carcinogenesis#alcohol-3020,1318
carcinogenesis#alcohol-3106,1319
carcinogenesis#alcohol-434,1320
carcinogenesis#alcohol-435,1321
carcinogenesis#alcohol-487,1322
carcinogenesis#alcohol-488,1323
carcinogenesis#alcohol-489,1324
carcinogenesis#alcohol-537,1325
carcinogenesis#alcohol-574,1326
carcinogenesis#alcohol-623,1327
carcinogenesis#alcohol-677,1328
carcinogenesis#alcohol-699,1329
carcinogenesis#alcohol-719,1330
carcinogenesis#alcohol-720,1331
carcinogenesis#alcohol-721,1332
carcinogenesis#alcohol-722,1333
carcinogenesis#alcohol-790,1334
carcinogenesis#alcohol-791,1335
carcinogenesis#alcohol-792,1336
carcinogenesis#alcohol-793,1337
carcinogenesis#alcohol-838,1338
carcinogenesis#alcohol-839,1339
carcinogenesis#alcohol-840,1340
carcinogenesis#alcohol-841,1341
carcinogenesis#alcohol-842,1342
carcinogenesis#alcohol-855,1343
carcinogenesis#alcohol-862,1344
carcinogenesis#alcohol-869,1345
carcinogenesis#alcohol-903,1346
carcinogenesis#alcohol-916,1347
carcinogenesis#alcohol-917,1348
carcinogenesis#alcohol-924,1349
carcinogenesis#alcohol-925,1350
carcinogenesis#alcohol-926,1351
carcinogenesis#alcohol-927,1352
carcinogenesis#alcohol-928,1353
carcinogenesis#alcohol-929,1354
carcinogenesis#alcohol-980,1355
carcinogenesis#alcohol-986,1356
carcinogenesis#alkyl_halide-116,1357
carcinogenesis#alkyl_halide-117,1358
carcinogenesis#alkyl_halide-118,1359
carcinogenesis#alkyl_halide-119,1360
carcinogenesis#alkyl_halide-120,1361
carcinogenesis#alkyl_halide-121,1362
carcinogenesis#alkyl_halide-122,1363
carcinogenesis#alkyl_halide-123,1364
carcinogenesis#alkyl_halide-124,1365
carcinogenesis#alkyl_halide-125,1366
carcinogenesis#alkyl_halide-126,1367
carcinogenesis#alkyl_halide-127,1368
carcinogenesis#alkyl_halide-128,1369
carcinogenesis#alkyl_halide-129,1370
carcinogenesis#alkyl_halide-130,1371
carcinogenesis#alkyl_halide-131,1372
carcinogenesis#alkyl_halide-132,1373
carcinogenesis#alkyl_halide-133,1374
carcinogenesis#alkyl_halide-134,1375
carcinogenesis#alkyl_halide-135,1376
carcinogenesis#alkyl_halide-1439,1377
carcinogenesis#alkyl_halide-1440,1378
carcinogenesis#alkyl_halide-1441,1379
carcinogenesis#alkyl_halide-1444,1380
carcinogenesis#alkyl_halide-1445,1381
carcinogenesis#alkyl_halide-1448,1382
carcinogenesis#alkyl_halide-1449,1383
carcinogenesis#alkyl_halide-1452,1384
carcinogenesis#alkyl_halide-1465,1385
carcinogenesis#alkyl_halide-1466,1386
carcinogenesis#alkyl_halide-1512,1387
carcinogenesis#alkyl_halide-1513,1388
carcinogenesis#alkyl_halide-1514,1389
carcinogenesis#alkyl_halide-1515,1390
carcinogenesis#alkyl_halide-1516,1391
carcinogenesis#alkyl_halide-1517,1392
carcinogenesis#alkyl_halide-1522,1393
carcinogenesis#alkyl_halide-155,1394
carcinogenesis#alkyl_halide-1552,1395
carcinogenesis#alkyl_halide-156,1396
carcinogenesis#alkyl_halide-157,1397
carcinogenesis#alkyl_halide-1584,1398
carcinogenesis#alkyl_halide-1607,1399
carcinogenesis#alkyl_halide-1608,1400
carcinogenesis#alkyl_halide-1643,1401
carcinogenesis#alkyl_halide-1644,1402
carcinogenesis#alkyl_halide-1645,1403
carcinogenesis#alkyl_halide-1646,1404
carcinogenesis#alkyl_halide-1683,1405
carcinogenesis#alkyl_halide-1693,1406
carcinogenesis#alkyl_halide-1694,1407
carcinogenesis#alkyl_halide-1699,1408
carcinogenesis#alkyl_halide-1700,1409
carcinogenesis#alkyl_halide-1701,1410
carcinogenesis#alkyl_halide-1723,1411
carcinogenesis#alkyl_halide-1748,1412
carcinogenesis#alkyl_halide-1766,1413
carcinogenesis#alkyl_halide-1783,1414
carcinogenesis#alkyl_halide-1786,1415
carcinogenesis#alkyl_halide-1794,1416
carcinogenesis#alkyl_halide-1979,1417
carcinogenesis#alkyl_halide-2003,1418
carcinogenesis#alkyl_halide-2004,1419
carcinogenesis#alkyl_halide-2005,1420
carcinogenesis#alkyl_halide-2116,1421
carcinogenesis#alkyl_halide-2153,1422
carcinogenesis#alkyl_halide-2154,1423
carcinogenesis#alkyl_halide-218,1424
carcinogenesis#alkyl_halide-219,1425
carcinogenesis#alkyl_halide-220,1426
carcinogenesis#alkyl_halide-221,1427
carcinogenesis#alkyl_halide-222,1428
carcinogenesis#alkyl_halide-223,1429
carcinogenesis#alkyl_halide-231,1430
carcinogenesis#alkyl_halide-232,1431
carcinogenesis#alkyl_halide-2457,1432
carcinogenesis#alkyl_halide-2458,1433
carcinogenesis#alkyl_halide-2489,1434
carcinogenesis#alkyl_halide-2490,1435
carcinogenesis#alkyl_halide-2491,1436
carcinogenesis#alkyl_halide-252,1437
carcinogenesis#alkyl_halide-253,1438
carcinogenesis#alkyl_halide-259,1439
carcinogenesis#alkyl_halide-274,1440
carcinogenesis#alkyl_halide-2751,1441
carcinogenesis#alkyl_halide-2913,1442
carcinogenesis#alkyl_halide-2914,1443
carcinogenesis#alkyl_halide-2915,1444
carcinogenesis#alkyl_halide-2916,1445
carcinogenesis#alkyl_halide-2917,1446
carcinogenesis#alkyl_halide-2918,1447
carcinogenesis#alkyl_halide-2919,1448
carcinogenesis#alkyl_halide-2920,1449
carcinogenesis#alkyl_halide-2921,1450
carcinogenesis#alkyl_halide-2922,1451
carcinogenesis#alkyl_halide-2923,1452
carcinogenesis#alkyl_halide-2924,1453
carcinogenesis#alkyl_halide-2925,1454
carcinogenesis#alkyl_halide-2926,1455
carcinogenesis#alkyl_halide-2927,1456
