,0
"Belonging to the citizenry of a country (e.g. Roman). There may be parallel ethnicity attributes (Roman being the primary example) which are not easily distinguished. In the case of Roman, while all ethnic Romans (in the general sense, though not necessarily legal sense [e.g. slaves]) are Roman citizens, there are other Roman citizens (e.g. Paul) who have different ethnicity. ",301
Benjamin,302
Beor,303
Berea,304
Bernice,305
Bethany,306
Bethany beyond the Jordan,307
Bethesda,308
Bethlehem,309
Bethphage,310
Bethsaida,311
"Bethsaide is assumed as his place of residence because his sons were from there. He was probably a fisherman, though nothing else is said of him in the New Testament.",312
"Birthplace, or place in which a person grows up. Unlike residentOf, only one possible value. residentPlace is to be preferred unless the birthplace relationship is clearly identified.",313
Bithynia,314
Blastus,315
Boanerges,316
Boaz,317
Both Human and God,318
"Brother of Laban, who is not named in the New Testament. ",319
Caesar,320
Caesar is used as a name for several different individuals in the New Testament,321
Caesar is used as a name for several different individuals in the New Testament. This is the Caesar referred to by Jesus. ,322
Caesarea,323
Caesarea Philippi,324
Caiaphas,325
Cain,326
Cainan,327
Caiphas,328
Cana,329
Canaan,330
Canaanite,331
Cananaean,332
Candace,333
"Candace is actually a title like ""Pharaoh"" rather than a personal name, hence her occupation as queen.",334
Capernaum,335
Cappadocia,336
Carpus,337
Cauda,338
Cenchreae,339
Chaldeans,340
Character,341
Chios,342
Chloe,343
Chorazin,344
Christian,345
Christianity,346
Christians,347
Chuza,348
Cilicia,349
Citizenship attribute,350
City,351
"City southeast of the Sea of Galilee. Not mentioned in Scripture as such, but ""the country of the Gadarenes"" (Matt 8.28) takes its name from this city. ",352
"Class of malevolent supernatural beings, whose instances include Satan and demons. ",353
Claudia,354
Claudius,355
Claudius Lysias,356
Clement,357
Cleopas,358
Cnidus,359
Cognitive Agent,360
Colossae,361
Content Bearing Object,362
Corinth,363
Corinthians,364
Cornelius,365
Cos,366
Cosam,367
Crescens,368
Crescens may have been from Rome originally,369
Cretans,370
Crete,371
Crispus,372
Cyprus,373
Cyrene,374
Cyrenians,375
Dalmanutha,376
Dalmatia,377
Damaris,378
Damaris was converted through Paul's preaching in Athens.,379
Damascus,380
Daniel,381
"Daughter of Laban and sister of Leah, who are not named in the New Testament. ",382
David,383
Deaconess of the Church of Cenchreae,384
Decapolis,385
Demas,386
Demetrius,387
"Demetrius was a common name, so it's unlikely this man is the same as the disciple mentioned in 3John.1.12.",388
Derbe,389
"Described to Timothy by Paul as having ""rejected conscience""",390
Different from the eldest son of Cain (Gen.4:17),391
Dionysius,392
Diotrephes,393
"Distinguished from Jews not by different beliefs, but by special roles related to observation of temple worship.",394
"Distinguished from the Bethany near Jerusalem: since the time of Origen, the location has been unknown.",395
Dorcas,396
Drusilla,397
"Drusilla's locations are inferred from those of her husband. According to Josephus, she was the daughter of Herod Agrippa I. ",398
Eber,399
Egypt,400
Egyptian,401
Egyptians,402
Elamites,403
Eleazar,404
Eliakim,405
Eliezer,406
Elijah,407
Elisha,408
Eliud,409
Elizabeth,410
"Elizabeth was a kinswoman to Mary the mother of Jesus. Luke's gospel records that Mary visited her in a town in Judah, and that she was ""of the daughters of Aaron"".",411
Elmadam,412
Elymas is a transliteration of an Aramaic or Arabic word equivalent to 'magician'.,413
Emmaus,414
"Emmaus is a village about seven miles from Jerusalem. Jesus joined two disciples who were walking here, though they did not recognize Him until the end of the journey. ",415
Emperor of Rome at the time of Jesus' birth,416
English name,417
Enoch,418
Enos,419
Enosh in the NIV,420
Epaenetus,421
Epaphras,422
Epaphroditus,423
Ephesian,424
Ephesians,425
Ephesus,426
Ephraim,427
Epicurean,428
Er,429
Erastus,430
Erastus the city treasurer,431
Esau,432
Esli,433
"Essentially a ""non-ethnicity"" meaning not Jewish.",434
Ethiopian,435
Ethiopians,436
Ethnic Group,437
Ethnicity attribute,438
Eubulus,439
Eunice,440
"Eunice's residence in Lystra is implied by Acts.16.1, though Derbe is also possible. Her Christian faith is strongly implied by Paul's commendation of it in 2Tim.1.5. ",441
Euodia,442
Euphrates,443
Eutychus,444
Eve,445
Evil Supernatural Being,446
Fair Havens,447
"Father of Peter and Andrew, two of Jesus' 12 disciples",448
Felix,449
Festus,450
Fixed holiday,451
Fortunatus,452
Freedmen,453
Fresh Water Area,454
"From Magdala, a town in Galilee not mentioned in the New Testament",455
"From OT sources, Uriah was a Hittite and a soldier in David's army (therefore having both collaboratesWith and hasEnemy relationships with David). ",456
Gabbatha,457
Gabriel,458
Gad,459
Gadara,460
Gadarenes,461
Gaius,462
Galatia,463
Galatians,464
Galilean,465
Galileans,466
Galilee,467
Gallio,468
Gamaliel,469
Gaza,470
Gennesaret,471
Gentile,472
Gentiles,473
"Geodata assumes this is an earlier name for Jerusalem, though this is not certain. ",474
Geographic Area,475
Geographic Location,476
Geopolitical Area,477
Gethsemane,478
Gideon,479
"Given their joint mention by Paul, it seems likely that Junia was Andronicus' spouse, though this is not explicitly stated. Paul's description of Andronicus and Junia as ""my kinsmen"" is taken in the general sense (e.g. coming from the same region), rather than literally. ",480
God,481
Gog,482
Golgotha,483
Gomorrah,484
"Grandfather of Joseph, the husband of Mary, the mother of Jesus",485
Greece,486
Greek,487
Greek ethnicity is suggested by his surname. ,488
Greek name,489
Greeks,490
Group,491
Group has member Human. Inverse of memberOf. No provision for membership changes over time.,492
Group of People,493
Hades,494
Hagar,495
Hamor,496
Haran,497
Having a ReligiousBelief as an attribute,498
Having a ReligiousBelief of Pharisee implies the belief of Jew as well. ,499
He is not considered an antagonist of Paul because his only involvement was indifference. ,500
Hebrew,501
Hebrews,502
Heli,503
Hellenists,504
"Her Christian belief is implied by Paul's commendation of her faith. Her daughter Eunice lived in Lystra, but her residence is unknown. ",505
Hermas,506
Hermes,507
Hermogenes,508
Herod,509
Herod Agrippa I,510
Herod Agrippa II,511
"Herod the Great was Idumean, and Antipas' mother was Samaritan. According to extra-biblical history, he was educated in Rome. ",512
Herod the tetrarch,513
Herodians,514
Herodias,515
Herodias had John the Baptist put to death,516
Herodion,517
"Herodotus describes the Scythians as a savage race of nomads, living generally north of the Black and Caspain Seas. Paul's single use of the term seems largely synonymous with them as a type of barbarians. ",518
Hezekiah,519
Hezron,520
Hierapolis,521
High priest,522
High priest during the lifetime of King David,523
"His mother Zilpah, Leah's servant, is not named in the New Testament. ",524
"His occupation as King comes from Old Testament sources, 2Chron.26-27. ",525
His occupation as King comes from Old Testament sources. ,526
"His occupation as king comes from Old Testament sources, 2Chr.12-13.",527
"His occupation as king comes from the Old Testament, 1Kgs.12-14",528
His residence in Colossae is implied from his relationship to Archippus and Onesimus (Col.4.9; Col.4.17). He may have been been a native as well. ,529
"His residence in Corinth and visit to Ephesus follow from Paul's statement in 1Cor.16.17, and the assumption that Paul was in Ephesus when he wrote 1 Corinthians. ",530
His residence in Corinth follows from the inference that Paul resided there when he wrote the letter to the Roman church.  ,531
"His residence in Corinth follows from the inference that Paul resided there when he wrote the letter to the Roman church.  ""kinsman"" here probably means that that he is a Jew, rather than an actual relative, given the number of people so designated in Romans 16. ",532
His residence in Rome assumes ,533
Holding to a PoliticalBelief,534
Hosea,535
Household manager of Herod Antipas,536
Human,537
Human attribute,538
Human is a memberOf a Group. Inverse of member. There are subtleties about Collections in SUMO that i'm omiting here.,539
Hymenaeus,540
"ISBE describes him as a Sadducee, though it's not clear why.",541
Iconium,542
"Identified as a Jew because, though a foreigner, he was in Jerusalem at the time of Passover",543
Idumea,544
Illyricum,545
Immanuel,546
"In Joppa, Peter raised the woman Tabitha from the dead. Later, he had a vision while praying there that prepared him for the coming of the Holy Spirit to the first Gentiles.",547
"In his speech before the Council, Stephen refers to Haran as a place where Abraham lived. ",548
"In the Old Testament, a people living west of the Jordan river who were partially displaced by the Israelites. In New Testament times, Canaanites lived primarily in the area of Phoenicia. Cananean, in contrast, is almost certainly political, rather than ethnic. ",549
"In the time of Christ, Galilee was home to those of Jewish descent as well non-Jews. As used in the New Testament, the term is used primarily of Jews in distinction to Judean and Samaritan, the other major divisions of Jewish Palestine. It is therefore (in practice) a sub-ethnicity of Jewish.",550
Inverse of subregionOf,551
Isaac,552
Isaiah,553
Iscariot,554
Island,555
Israel,556
"Israel becomes a metonym describing the nation of descendants from Jacob, so it is used both for a individual, a nation, and the members of that nation. ",557
Israel's greatest king; author of many of the Old Testament Psalms,558
Israelites,559
Issachar,560
"It is uncertain whether this Erastus is the same as Paul's travelling companion and fellow minister, though possible. ",561
"It seems likely this Gaius was a Christian since he was Paul's ""companion in travel"", though this is not explicitly stated. ",562
Italian Cohort,563
Italy,564
Ituraea,565
Jacob,566
Jairus,567
Jambres,568
James,569
Jannai,570
Jannes,571
Jared,572
Jason,573
Jechoniah,574
Jehoshaphat,575
Jephthah,576
Jeremiah,577
Jericho,578
Jerusalem,579
Jesse,580
Jesus,581
"Jesus Christ, the Messiah and Son of God",582
Jesus recounts the story of Elijah being sent to a widow of Zarephath as an example of God blessing those outside the nation of Israel.,583
Jesus retreated to this town with his disciples when the Jews plotted to kill him after Lazarus was raised from the dead.,584
Jesus spoke here with a Samaritan woman about living water,585
"Jesus' nickname for two of his disciples: James, the son of Zebedee, and John, his brother.",586
Jew,587
Jewish,588
Jewish High Priest during the time of the Apostle Paul ,589
Jewish high priest during Jesus' ministry,590
Jewish high-priest (prior to Jesus' ministry),591
Jews,592
Jezebel,593
Joanan,594
Joanna,595
Job,596
Joda,597
Joel,598
John,599
John Mark,600
"John certainly understood Jesus to be the Messiah and was a person of faith, but he cannot be accounted a Christian since Jesus' ministry was not yet accomplished when he was beheaded. ",601
John the Baptist,602
"John the Baptist represented Elijah returned to his contemporaries, and the name is sometimes therefore used to refer to John (e.g. Matt.17.12).",603
Jonah,604
Jonam,605
Joppa,606
Joram,607
Jordan,608
Jorim,609
Josech,610
Joseph,611
Joseph Barsabbas,612
Joseph of Arimathea,613
"Joseph was Jesus' parent in the normal sense, even though not his biological father.",614
"Joseph was a member of the Jewish ruling council, and a follower of Jesus. He put Jesus' body in his own tomb after the crucifixion. {en}",615
Joses,616
"Joses, and therefore sister of Mary the mother of Jesus.",617
Joshua,618
Josiah,619
Jotham,620
Judah,621
Judaism,622
Judas,623
Jude,624
Judea,625
Judean,626
Julia,627
"Julia may be the spouse or sister of Philologus, given their mention together in Rom.16.15",628
Julius,629
Junia,630
Kenan in the NIV,631
Kidron,632
King of Chalcis from AD 50-92: the last member of the Herodian dynasty,633
King of Israel,634
King of Israel renowned for his wisdom,635
King of Judah during the time of Isaiah,636
King of Judea at the time of Jesus' birth,637
King of the land east of the Jordan,638
Kish,639
Korah,640
Lamech,641
Land Area,642
Laodicea,643
Laodiceans,644
Lasea,645
Latin,646
Lazarus,647
Levi,648
Levite,649
Levites,650
Libya,651
"Likely a variant form of Ram, as Hezron's son is called in Matthew's genealogy. ",652
"Likely synonymous with Canaanite, and referring to those from the region of Syria and Phoenicia, and therefore a subgroup of Greek Gentiles.",653
Linus,654
Lois,655
Lot,656
Louw-Nida identifier,657
"Louw-Nida identifier, keying specific Greek terms (and their English translations) to their taxonomy of semantic domains. A string like ""33.X'.439"" identifies the term sumballo, which can be translated as ""to express differences of opinion in a forceful way"". In their scheme, this has domain index 33 (Communication), with sub-domain index X' (Dispute, Debate). The final integer index uniquely defines this term (but the same term may have multiple senses). The sub-domain index can be determined from the term index, but it seems helpful to include both. Note the possible values of the sub-domain index are A-Z, then A'-Z', etc.",658
Lucius,659
Luke,660
"Luke describes him as ""Gaius of Derbe"": that could be either his place of birth, or place of residence. It's not clear whether he (and his other companions) accompanied Paul all the way to Jerusalem. Gaius being a common name, it seems plausible that the others of the same name are distinct individuals, though the closest possible identification is with GaiusOfMacedonia (see New Bible Dictionary for discussion).",661
"Luke describes him as ""of the Thessalonians"", which could mean either his residence or his origin. ",662
"Luke's genealogy has Sala, a minor variant, but the relationships make clear it is the same person.",663
Lycaonia,664
Lycaonian,665
Lycia,666
Lydda,667
Lydia,668
Lysanias,669
Lysias,670
Lystra,671
Maath,672
Macedonia,673
Macedonian,674
Macedonians,675
Magadan,676
Magog,677
Mahalaleel,678
Malchus,679
Malta,680
Man,681
Manaen,682
Manasseh,683
"Many believe Bartholemew is another name for Nathanael, though their identity is deduced rather than stated.",684
Martha,685
Mary,686
Mary Magdalene,687
Mattatha,688
Mattathias,689
Matthan,690
Matthat,691
Matthew and Mark's accounts of the crucifixion together identify Salome as the mother of the sons of Zebedee. ,692
Matthias,693
Medes,694
Melchi,695
Melchizedek,696
Melea,697
Menna,698
Mesopotamia,699
Methuselah,700
Michael,701
Midian,702
Miletus,703
Mitylene,704
Mnason,705
Moabite,706
Moloch,707
Moses,708
Moses' assistant during the Exodus,709
Mount of Olives,710
Mountain,711
Myra,712
Mysia,713
N04f7754e392d4323982fa8200cdf170a,714
N05982f60e48f4a1789f6e9bd32384cfa,715
N0749444d170d45dc9ead144613ee5f54,716
N1ba643a70f9d4230b1247862bed7afcf,717
N20eb148b4224457f9babc65a7335ab11,718
N2ee76fa22baf4820ac1cbc044a41caac,719
N300a101d6c2340e6bf5bdc3907b70543,720
N32231d1a88e747a597cde0f2e43f060b,721
N3623fb7321dc47f7ace1423234eac5dd,722
N4cfcc5b4afd246e9baa7571ad33edebc,723
N519c0306b20f4b0d8b3f7910dcaa6d9a,724
N57a2ed71197d4d70afa2c018ad7d2b93,725
N5927d6d0fcca47099f3bf735aab722bd,726
N5db24c22d48b4c55984e8d390cee685b,727
N5eefba984ab34aeb8d9878ca1a325f01,728
N6466f28d1ef94e95bf9c37779d6def11,729
N6796a65a88a243c8bcc046219dbfce90,730
N6af3812f68764abdb4d26f8669ac116b,731
N79f3d8cbf1fe4351a97f73345fec0622,732
N7c5444626eda4644aa4c66bf8e494544,733
N833cf7e29b1d4e2fa4776b023c6d8011,734
N86d69a8f5d884e4cb1a9fee7122c7b13,735
N9133bbc162ec49d6819aa4c39f97dcca,736
N9480d14b0423414281ff511ad57ad915,737
N94c3e4ff7ec14ee784c7810245eda15d,738
N9b5df94429a146fb978c403d37212775,739
N9e0227a3d4ef403e98a2d838bdd4405f,740
"NNE of Sea of Galilee, ""Bethsaida Julia"". ISBE has a thorough account",741
NTNames,742
NTNames#Aaron,743
NTNames#Abel,744
NTNames#Abiathar,745
NTNames#AbijahSonOfRehoboam,746
NTNames#AbijahthePriest,747
NTNames#Abilene,748
NTNames#Abiud,749
NTNames#Abraham,750
NTNames#Achaia,751
NTNames#Achaicus,752
NTNames#Achim,753
NTNames#Adam,754
NTNames#Addi,755
NTNames#Admin,756
NTNames#Adramyttium,757
NTNames#Adriatic,758
NTNames#Aeneas,759
NTNames#Aenon,760
NTNames#Agabus,761
NTNames#Agent,762
NTNames#Ahaz,763
NTNames#Akeldama,764
NTNames#Alexander,765
NTNames#AlexanderOfEphesus,766
NTNames#AlexanderOfTheSanhedrin,767
NTNames#AlexanderTheCoppersmith,768
NTNames#AlexanderTheHeretic,769
NTNames#Alexandria,770
NTNames#AlexandriaGeodata,771
NTNames#Alexandrians,772
NTNames#Almighty,773
NTNames#Alpha,774
NTNames#Alphaeus,775
NTNames#AlphaeusFatherOfLevi,776
NTNames#Amminadab,777
NTNames#Amos,778
NTNames#AmosSonOfNahum,779
NTNames#Amphipolis,780
NTNames#AmphipolisGeodata,781
NTNames#Ampliatus,782
NTNames#Ananias,783
NTNames#AnaniasOfDamascus,784
NTNames#AnaniasTheHighPriest,785
NTNames#Andrew,786
NTNames#Andronicus,787
NTNames#Angel,788
NTNames#Anna,789
NTNames#Annas,790
NTNames#Antioch,791
NTNames#AntiochGeodata,792
NTNames#AntiochInPisidia,793
NTNames#AntiochInPisidiaGeodata,794
NTNames#Antipas,795
NTNames#Antipatris,796
NTNames#AntipatrisGeodata,797
NTNames#Apelles,798
NTNames#Apollonia,799
NTNames#ApolloniaGeodata,800
NTNames#Apollos,801
NTNames#Apphia,802
NTNames#Appius,803
NTNames#Aquila,804
NTNames#Arabia,805
NTNames#Arabians,806
NTNames#Aramaic,807
NTNames#Archelaus,808
NTNames#Archippus,809
NTNames#Areopagite,810
NTNames#Areopagus,811
NTNames#Aretas,812
NTNames#Arimathea,813
NTNames#ArimatheaGeodata,814
NTNames#Aristarchus,815
NTNames#Aristobulus,816
NTNames#Armageddon,817
NTNames#Arni,818
NTNames#Arphaxad,819
NTNames#Artemas,820
NTNames#Artemis,821
NTNames#Asaph,822
NTNames#Asher,823
NTNames#Asia,824
NTNames#Asians,825
NTNames#Asiarchs,826
NTNames#Assassins,827
NTNames#Assos,828
NTNames#AssosGeodata,829
NTNames#Asyncritus,830
NTNames#Athenians,831
NTNames#Athens,832
NTNames#Attalia,833
NTNames#AttaliaGeodata,834
NTNames#AugustanCohort,835
NTNames#Augustus,836
NTNames#Azor,837
NTNames#Azotus,838
NTNames#Babylon,839
NTNames#BabylonGeodata,840
NTNames#Balaam,841
NTNames#Balak,842
NTNames#Bar-Jesus,843
NTNames#Barabbas,844
NTNames#Barachiah,845
NTNames#Barak,846
NTNames#Barnabas,847
NTNames#Bartholomew,848
NTNames#Bartimaeus,849
NTNames#Bathsheba,850
NTNames#BeliefGroup,851
NTNames#BeliefSystem,852
NTNames#Benjamin,853
NTNames#Beor,854
NTNames#Berea,855
NTNames#BereaGeodata,856
NTNames#Bernice,857
NTNames#Bethany,858
NTNames#BethanyBeyondtheJordan,859
NTNames#BethanyBeyondtheJordanGeodata,860
NTNames#Bethesda,861
NTNames#Bethlehem,862
NTNames#BethlehemGeodata,863
NTNames#Bethphage,864
NTNames#Bethsaida,865
NTNames#BethsaidaGeodata,866
NTNames#Bithynia,867
NTNames#Blastus,868
NTNames#Boanerges,869
NTNames#Boaz,870
NTNames#CaesarAugustus,871
NTNames#CaesarNero,872
NTNames#Caesarea,873
NTNames#CaesareaGeodata,874
NTNames#CaesareaPhilippi,875
NTNames#CaesareaPhilippiGeodata,876
NTNames#Caiaphas,877
NTNames#Cain,878
NTNames#CainanSonOfArphaxad,879
NTNames#CainanSonOfEnosh,880
NTNames#Caiphas,881
NTNames#Cana,882
NTNames#CanaGeodata,883
NTNames#Canaan,884
NTNames#Canaanite,885
NTNames#Cananaean,886
NTNames#Candace,887
NTNames#Capernaum,888
NTNames#CapernaumGeodata,889
NTNames#Cappadocia,890
NTNames#Carpus,891
NTNames#Cauda,892
NTNames#Cenchreae,893
NTNames#CenchreaeGeodata,894
NTNames#Chaldeans,895
NTNames#Character,896
NTNames#Chios,897
NTNames#Chloe,898
NTNames#Chorazin,899
NTNames#Christian,900
NTNames#Christianity,901
NTNames#Christians,902
NTNames#Chuza,903
NTNames#Cilicia,904
NTNames#CitizenshipAttribute,905
NTNames#City,906
NTNames#Claudia,907
NTNames#Claudius,908
NTNames#ClaudiusLysias,909
NTNames#Clement,910
NTNames#Cleopas,911
NTNames#Cnidus,912
NTNames#CnidusGeodata,913
NTNames#CognitiveAgent,914
NTNames#Colossae,915
NTNames#ColossaeGeodata,916
NTNames#ContentBearingObject,917
NTNames#Corinth,918
NTNames#CorinthGeodata,919
NTNames#Corinthians,920
NTNames#Cornelius,921
NTNames#Cos,922
NTNames#CosGeodata,923
NTNames#Cosam,924
NTNames#Crescens,925
NTNames#Cretans,926
NTNames#Crete,927
NTNames#Crispus,928
NTNames#Cyprus,929
NTNames#Cyrene,930
NTNames#Cyrenians,931
NTNames#Dalmanutha,932
NTNames#DalmanuthaGeodata,933
NTNames#Dalmatia,934
NTNames#Damaris,935
NTNames#Damascus,936
NTNames#Daniel,937
NTNames#David,938
NTNames#Decapolis,939
NTNames#Demas,940
NTNames#Demetrius,941
NTNames#DemetriusTheSilversmith,942
NTNames#Derbe,943
NTNames#DerbeGeodata,944
NTNames#Dionysius,945
NTNames#Diotrephes,946
NTNames#Drusilla,947
NTNames#Eber,948
NTNames#Egypt,949
NTNames#Egyptian,950
NTNames#Egyptians,951
NTNames#Elamites,952
NTNames#Eleazar,953
